location,year,pathogen,antibiotic,n_tested,n_resistant
Argentina,2019,Shigella,ceftazidime,996,0
Argentina,2019,Shigella,ciprofloxacin,2436,7
Argentina,2019,E.coli,ampicillin,30096,19501
Argentina,2019,E.coli,cefepime,21196,2238
Argentina,2019,E.coli,cefotaxime,14273,2137
Argentina,2019,E.coli,ceftazidime,21462,2560
Argentina,2019,E.coli,ciprofloxacin,30897,7132
Argentina,2019,E.coli,colistin,18233,86
Argentina,2019,E.coli,imipenem,21413,28
Argentina,2019,E.coli,meropenem,21393,34
Argentina,2019,E.coli,trimethoprim/sulfamethoxazole,30338,12419
Argentina,2019,K.pneumoniae,cefepime,3434,1551
Argentina,2019,K.pneumoniae,cefotaxime,2426,1368
Argentina,2019,K.pneumoniae,ceftazidime,3478,1756
Argentina,2019,K.pneumoniae,ciprofloxacin,4121,1596
Argentina,2019,K.pneumoniae,colistin,2843,219
Argentina,2019,K.pneumoniae,imipenem,3537,385
Argentina,2019,K.pneumoniae,meropenem,3539,434
Argentina,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,4035,1854
Argentina,2020,Acinetobacter,amikacin,626,167
Argentina,2020,Acinetobacter,colistin,500,11
Argentina,2020,Acinetobacter,gentamicin,615,464
Argentina,2020,Acinetobacter,imipenem,640,528
Argentina,2020,Acinetobacter,meropenem,637,523
Argentina,2020,Acinetobacter,minocycline,374,78
Argentina,2020,E.coli,ampicillin,1740,1259
Argentina,2020,E.coli,cefepime,1847,341
Argentina,2020,E.coli,cefotaxime,1254,266
Argentina,2020,E.coli,ceftazidime,1884,376
Argentina,2020,E.coli,ciprofloxacin,1953,660
Argentina,2020,E.coli,colistin,1617,8
Argentina,2020,E.coli,ertapenem,1433,20
Argentina,2020,E.coli,imipenem,1929,8
Argentina,2020,E.coli,meropenem,1933,5
Argentina,2020,E.coli,tinidazole,1254,266
Argentina,2020,E.coli,trimethoprim/sulfamethoxazole,1932,909
Argentina,2020,K.pneumoniae,cefepime,1656,843
Argentina,2020,K.pneumoniae,ceftazidime,1618,955
Argentina,2020,K.pneumoniae,ciprofloxacin,1767,849
Argentina,2020,K.pneumoniae,colistin,1486,193
Argentina,2020,K.pneumoniae,ertapenem,1256,411
Argentina,2020,K.pneumoniae,imipenem,1756,424
Argentina,2020,K.pneumoniae,meropenem,1764,463
Argentina,2020,K.pneumoniae,trimethoprim/sulfamethoxazole,1744,1003
Argentina,2020,Salmonella,cefotaxime,185,1
Argentina,2020,Salmonella,ceftazidime,80,0
Argentina,2020,Salmonella,ciprofloxacin,264,0
Argentina,2020,Salmonella,imipenem,80,0
Argentina,2020,Salmonella,meropenem,78,0
Argentina,2020,S.aureus,meticillin,1604,616
Argentina,2020,S.pneumoniae,benzylpenicillin,128,33
Argentina,2020,S.pneumoniae,cefotaxime,73,1
Argentina,2020,S.pneumoniae,trimethoprim/sulfamethoxazole,135,19
Argentina,2020,Salmonella,cefotaxime,116,10
Argentina,2020,Salmonella,ceftazidime,155,5
Argentina,2020,Salmonella,ciprofloxacin,488,4
Argentina,2020,Salmonella,imipenem,155,0
Argentina,2020,Salmonella,meropenem,155,0
Argentina,2020,Shigella,azithromycin,1120,6
Argentina,2020,Shigella,cefotaxime,415,17
Argentina,2020,Shigella,ceftazidime,635,2
Argentina,2020,Shigella,ciprofloxacin,1669,8
Argentina,2020,E.coli,ampicillin,23779,14742
Argentina,2020,E.coli,cefepime,15658,1868
Argentina,2020,E.coli,cefotaxime,10660,1723
Argentina,2020,E.coli,ceftazidime,15938,2187
Argentina,2020,E.coli,ciprofloxacin,24708,5883
Argentina,2020,E.coli,colistin,12364,61
Argentina,2020,E.coli,imipenem,16102,27
Argentina,2020,E.coli,meropenem,16017,23
Argentina,2020,E.coli,trimethoprim/sulfamethoxazole,24877,9561
Argentina,2020,K.pneumoniae,cefepime,2977,1336
Argentina,2020,K.pneumoniae,cefotaxime,2118,1112
Argentina,2020,K.pneumoniae,ceftazidime,3020,1532
Argentina,2020,K.pneumoniae,ciprofloxacin,3686,1482
Argentina,2020,K.pneumoniae,colistin,2313,195
Argentina,2020,K.pneumoniae,imipenem,3174,430
Argentina,2020,K.pneumoniae,meropenem,3174,493
Argentina,2020,K.pneumoniae,trimethoprim/sulfamethoxazole,3653,1652
Australia,2019,Acinetobacter,amikacin,97,1
Australia,2019,Acinetobacter,colistin,11,0
Australia,2019,Acinetobacter,gentamicin,99,8
Australia,2019,Acinetobacter,imipenem,11,0
Australia,2019,Acinetobacter,meropenem,98,3
Australia,2019,E.coli,ampicillin,4881,2749
Australia,2019,E.coli,cefepime,4884,202
Australia,2019,E.coli,ceftazidime,4885,347
Australia,2019,E.coli,ceftriaxone,4885,649
Australia,2019,E.coli,ciprofloxacin,4882,779
Australia,2019,E.coli,colistin,614,1
Australia,2019,E.coli,ertapenem,614,23
Australia,2019,E.coli,imipenem,615,3
Australia,2019,E.coli,meropenem,4882,4
Australia,2019,E.coli,trimethoprim/sulfamethoxazole,4880,1508
Australia,2019,K.pneumoniae,cefepime,1140,38
Australia,2019,K.pneumoniae,ceftazidime,1140,83
Australia,2019,K.pneumoniae,ceftriaxone,1140,98
Australia,2019,K.pneumoniae,ciprofloxacin,1139,119
Australia,2019,K.pneumoniae,colistin,134,0
Australia,2019,K.pneumoniae,ertapenem,134,2
Australia,2019,K.pneumoniae,imipenem,134,0
Australia,2019,K.pneumoniae,meropenem,1140,8
Australia,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,1140,190
Australia,2019,Salmonella,ceftazidime,208,3
Australia,2019,Salmonella,ceftriaxone,208,3
Australia,2019,Salmonella,ciprofloxacin,78,74
Australia,2019,Salmonella,ertapenem,12,0
Australia,2019,Salmonella,imipenem,12,0
Australia,2019,Salmonella,meropenem,208,0
Australia,2019,S.aureus,cefoxitin,3157,583
Australia,2019,N.gonorrhoeae,azithromycin,5649,237
Australia,2019,N.gonorrhoeae,ceftriaxone,5649,9
Australia,2019,N.gonorrhoeae,ciprofloxacin,5649,1546
Australia,2019,N.gonorrhoeae,gentamicin,705,0
Australia,2019,N.gonorrhoeae,spectinomycin,5237,0
Austria,2017,E.coli,tinidazole,5129,494
Austria,2017,S.aureus,meticillin,3158,186
Austria,2018,E.coli,tinidazole,5672,579
Austria,2018,S.aureus,meticillin,3307,212
Austria,2019,Acinetobacter,amikacin,58,5
Austria,2019,Acinetobacter,colistin,11,1
Austria,2019,Acinetobacter,gentamicin,63,6
Austria,2019,Acinetobacter,imipenem,46,4
Austria,2019,Acinetobacter,meropenem,81,6
Austria,2019,E.coli,ampicillin,5782,2720
Austria,2019,E.coli,cefepime,5317,388
Austria,2019,E.coli,cefotaxime,5748,521
Austria,2019,E.coli,ceftazidime,4650,358
Austria,2019,E.coli,ceftriaxone,1730,154
Austria,2019,E.coli,ciprofloxacin,5939,1080
Austria,2019,E.coli,colistin,274,1
Austria,2019,E.coli,ertapenem,1550,0
Austria,2019,E.coli,imipenem,3094,0
Austria,2019,E.coli,levofloxacin,2257,383
Austria,2019,E.coli,meropenem,5938,0
Austria,2019,E.coli,tinidazole,5748,521
Austria,2019,K.pneumoniae,cefepime,1168,96
Austria,2019,K.pneumoniae,cefotaxime,1228,110
Austria,2019,K.pneumoniae,ceftazidime,1033,109
Austria,2019,K.pneumoniae,ceftriaxone,347,40
Austria,2019,K.pneumoniae,ciprofloxacin,1288,201
Austria,2019,K.pneumoniae,colistin,70,0
Austria,2019,K.pneumoniae,ertapenem,345,9
Austria,2019,K.pneumoniae,imipenem,662,11
Austria,2019,K.pneumoniae,levofloxacin,449,64
Austria,2019,K.pneumoniae,meropenem,1295,16
Austria,2019,S.aureus,cefoxitin,1662,85
Austria,2019,S.aureus,meticillin,2378,125
Austria,2019,S.aureus,oxacillin,2378,125
Austria,2019,S.pneumoniae,benzylpenicillin,462,6
Austria,2019,S.pneumoniae,cefotaxime,422,2
Austria,2019,S.pneumoniae,ceftriaxone,340,3
Austria,2019,S.pneumoniae,oxacillin,157,11
Austria,2020,E.coli,tinidazole,4933,465
Austria,2020,S.aureus,meticillin,1968,88
Bangladesh,2017,Salmonella,ceftazidime,12,0
Bangladesh,2017,Salmonella,ceftriaxone,12,0
Bangladesh,2017,Salmonella,ciprofloxacin,12,0
Bangladesh,2017,Salmonella,imipenem,12,0
Bangladesh,2017,E.coli,ampicillin,91,74
Bangladesh,2017,E.coli,cefepime,90,44
Bangladesh,2017,E.coli,ceftazidime,87,48
Bangladesh,2017,E.coli,ceftriaxone,93,50
Bangladesh,2017,E.coli,ciprofloxacin,106,61
Bangladesh,2017,E.coli,imipenem,100,7
Bangladesh,2017,K.pneumoniae,cefepime,31,14
Bangladesh,2017,K.pneumoniae,ceftazidime,29,18
Bangladesh,2017,K.pneumoniae,ceftriaxone,28,14
Bangladesh,2017,K.pneumoniae,ciprofloxacin,36,14
Bangladesh,2017,K.pneumoniae,imipenem,33,5
Bangladesh,2018,Salmonella,ceftazidime,72,0
Bangladesh,2018,Salmonella,ceftriaxone,72,1
Bangladesh,2018,Salmonella,ciprofloxacin,73,16
Bangladesh,2018,Salmonella,imipenem,72,0
Bangladesh,2018,E.coli,ampicillin,226,188
Bangladesh,2018,E.coli,cefepime,214,104
Bangladesh,2018,E.coli,ceftazidime,254,147
Bangladesh,2018,E.coli,ceftriaxone,240,131
Bangladesh,2018,E.coli,ciprofloxacin,272,170
Bangladesh,2018,E.coli,imipenem,289,34
Bangladesh,2018,K.pneumoniae,cefepime,56,29
Bangladesh,2018,K.pneumoniae,ceftazidime,77,38
Bangladesh,2018,K.pneumoniae,ceftriaxone,74,32
Bangladesh,2018,K.pneumoniae,ciprofloxacin,84,39
Bangladesh,2018,K.pneumoniae,imipenem,78,11
Bangladesh,2019,E.coli,ampicillin,26,26
Bangladesh,2019,E.coli,cefepime,29,23
Bangladesh,2019,E.coli,ceftazidime,30,23
Bangladesh,2019,E.coli,ceftriaxone,29,27
Bangladesh,2019,E.coli,ciprofloxacin,31,22
Bangladesh,2019,E.coli,imipenem,31,4
Bangladesh,2019,K.pneumoniae,cefepime,16,12
Bangladesh,2019,K.pneumoniae,ceftazidime,15,11
Bangladesh,2019,K.pneumoniae,ceftriaxone,14,12
Bangladesh,2019,K.pneumoniae,ciprofloxacin,15,13
Bangladesh,2019,K.pneumoniae,imipenem,14,7
Bangladesh,2019,Salmonella,ceftazidime,96,4
Bangladesh,2019,Salmonella,ceftriaxone,97,5
Bangladesh,2019,Salmonella,ciprofloxacin,98,31
Bangladesh,2019,Salmonella,imipenem,98,1
Bangladesh,2019,Salmonella,ceftazidime,10,7
Bangladesh,2019,Salmonella,ceftriaxone,12,3
Bangladesh,2019,Salmonella,ciprofloxacin,12,6
Bangladesh,2019,E.coli,ampicillin,319,274
Bangladesh,2019,E.coli,cefepime,321,165
Bangladesh,2019,E.coli,ceftazidime,347,179
Bangladesh,2019,E.coli,ceftriaxone,324,177
Bangladesh,2019,E.coli,ciprofloxacin,376,236
Bangladesh,2019,E.coli,imipenem,371,34
Bangladesh,2019,K.pneumoniae,cefepime,76,24
Bangladesh,2019,K.pneumoniae,ceftazidime,85,35
Bangladesh,2019,K.pneumoniae,ceftriaxone,82,33
Bangladesh,2019,K.pneumoniae,ciprofloxacin,88,44
Bangladesh,2019,K.pneumoniae,imipenem,89,10
Bangladesh,2020,Salmonella,ceftazidime,34,0
Bangladesh,2020,Salmonella,ceftriaxone,47,0
Bangladesh,2020,Salmonella,ciprofloxacin,48,12
Bangladesh,2020,Salmonella,imipenem,32,0
Bangladesh,2020,E.coli,ampicillin,170,147
Bangladesh,2020,E.coli,cefepime,180,94
Bangladesh,2020,E.coli,ceftazidime,185,102
Bangladesh,2020,E.coli,ceftriaxone,195,111
Bangladesh,2020,E.coli,ciprofloxacin,199,117
Bangladesh,2020,E.coli,imipenem,138,7
Bangladesh,2020,K.pneumoniae,cefepime,47,15
Bangladesh,2020,K.pneumoniae,ceftazidime,44,17
Bangladesh,2020,K.pneumoniae,ceftriaxone,43,18
Bangladesh,2020,K.pneumoniae,ciprofloxacin,46,26
Bangladesh,2020,K.pneumoniae,imipenem,33,2
Bahrain,2017,K.pneumoniae,cefepime,169,75
Bahrain,2017,K.pneumoniae,ceftriaxone,169,75
Bahrain,2017,K.pneumoniae,ciprofloxacin,169,53
Bahrain,2017,K.pneumoniae,colistin,33,12
Bahrain,2017,K.pneumoniae,ertapenem,32,32
Bahrain,2017,K.pneumoniae,imipenem,59,41
Bahrain,2017,K.pneumoniae,meropenem,169,32
Bahrain,2017,K.pneumoniae,trimethoprim/sulfamethoxazole,169,88
Bahrain,2017,Salmonella,ceftriaxone,95,1
Bahrain,2017,Salmonella,ciprofloxacin,95,6
Bahrain,2017,K.pneumoniae,ceftriaxone,477,149
Bahrain,2017,K.pneumoniae,colistin,28,3
Bahrain,2017,K.pneumoniae,ertapenem,28,27
Bahrain,2017,K.pneumoniae,imipenem,28,27
Bahrain,2017,K.pneumoniae,meropenem,150,27
Bahrain,2017,K.pneumoniae,trimethoprim/sulfamethoxazole,467,190
Bahrain,2018,K.pneumoniae,cefepime,125,56
Bahrain,2018,K.pneumoniae,ceftriaxone,125,57
Bahrain,2018,K.pneumoniae,ciprofloxacin,125,39
Bahrain,2018,K.pneumoniae,colistin,29,8
Bahrain,2018,K.pneumoniae,ertapenem,29,28
Bahrain,2018,K.pneumoniae,imipenem,30,27
Bahrain,2018,K.pneumoniae,meropenem,125,26
Bahrain,2018,K.pneumoniae,trimethoprim/sulfamethoxazole,119,54
Bahrain,2018,Salmonella,ceftriaxone,177,4
Bahrain,2018,Salmonella,ciprofloxacin,178,6
Bahrain,2018,K.pneumoniae,ceftriaxone,549,197
Bahrain,2018,K.pneumoniae,colistin,31,10
Bahrain,2018,K.pneumoniae,ertapenem,31,31
Bahrain,2018,K.pneumoniae,imipenem,31,29
Bahrain,2018,K.pneumoniae,meropenem,197,28
Bahrain,2018,K.pneumoniae,trimethoprim/sulfamethoxazole,462,168
Bahrain,2019,Acinetobacter,amikacin,90,40
Bahrain,2019,Acinetobacter,colistin,53,1
Bahrain,2019,Acinetobacter,gentamicin,90,42
Bahrain,2019,Acinetobacter,imipenem,90,60
Bahrain,2019,Acinetobacter,meropenem,90,60
Bahrain,2019,Acinetobacter,tigecycline,54,2
Bahrain,2019,E.coli,cefepime,195,105
Bahrain,2019,E.coli,ceftazidime,11,5
Bahrain,2019,E.coli,ceftriaxone,197,106
Bahrain,2019,E.coli,ciprofloxacin,198,72
Bahrain,2019,E.coli,imipenem,12,6
Bahrain,2019,E.coli,meropenem,195,4
Bahrain,2019,E.coli,trimethoprim/sulfamethoxazole,197,94
Bahrain,2019,K.pneumoniae,cefepime,205,110
Bahrain,2019,K.pneumoniae,ceftazidime,12,4
Bahrain,2019,K.pneumoniae,ceftriaxone,209,113
Bahrain,2019,K.pneumoniae,ciprofloxacin,209,76
Bahrain,2019,K.pneumoniae,colistin,58,23
Bahrain,2019,K.pneumoniae,ertapenem,61,58
Bahrain,2019,K.pneumoniae,imipenem,66,58
Bahrain,2019,K.pneumoniae,meropenem,207,59
Bahrain,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,207,104
Bahrain,2019,Salmonella,ceftriaxone,51,13
Bahrain,2019,Salmonella,ciprofloxacin,49,11
Bahrain,2019,Salmonella,meropenem,20,0
Bahrain,2019,S.aureus,oxacillin,200,80
Bahrain,2019,S.pneumoniae,benzylpenicillin,16,0
Bahrain,2019,S.pneumoniae,ceftriaxone,19,0
Bahrain,2019,N.gonorrhoeae,azithromycin,11,0
Bahrain,2019,N.gonorrhoeae,cefixime,10,0
Bahrain,2019,N.gonorrhoeae,ceftriaxone,71,0
Bahrain,2019,N.gonorrhoeae,ciprofloxacin,69,52
Bahrain,2019,Salmonella,ceftazidime,89,3
Bahrain,2019,Salmonella,ceftriaxone,271,14
Bahrain,2019,Salmonella,ciprofloxacin,196,19
Bahrain,2019,Salmonella,imipenem,89,0
Bahrain,2019,Salmonella,meropenem,93,0
Bahrain,2019,Shigella,ceftriaxone,39,5
Bahrain,2019,Shigella,ciprofloxacin,39,2
Bahrain,2019,E.coli,ampicillin,656,379
Bahrain,2019,E.coli,cefepime,778,203
Bahrain,2019,E.coli,cefotaxime,30,8
Bahrain,2019,E.coli,ceftazidime,863,213
Bahrain,2019,E.coli,ceftriaxone,3321,1057
Bahrain,2019,E.coli,ciprofloxacin,1250,273
Bahrain,2019,E.coli,colistin,13,0
Bahrain,2019,E.coli,ertapenem,221,11
Bahrain,2019,E.coli,imipenem,878,25
Bahrain,2019,E.coli,levofloxacin,862,184
Bahrain,2019,E.coli,meropenem,1587,31
Bahrain,2019,E.coli,trimethoprim/sulfamethoxazole,3301,1177
Bahrain,2019,K.pneumoniae,cefepime,142,35
Bahrain,2019,K.pneumoniae,cefotaxime,11,0
Bahrain,2019,K.pneumoniae,ceftazidime,168,51
Bahrain,2019,K.pneumoniae,ceftriaxone,992,357
Bahrain,2019,K.pneumoniae,ciprofloxacin,331,67
Bahrain,2019,K.pneumoniae,colistin,58,12
Bahrain,2019,K.pneumoniae,ertapenem,125,62
Bahrain,2019,K.pneumoniae,imipenem,229,67
Bahrain,2019,K.pneumoniae,levofloxacin,170,17
Bahrain,2019,K.pneumoniae,meropenem,455,68
Bahrain,2019,K.pneumoniae,trimethoprim/sulfamethoxazole,985,350
Bahrain,2020,K.pneumoniae,cefepime,168,111
Bahrain,2020,K.pneumoniae,ceftriaxone,168,112
Bahrain,2020,K.pneumoniae,ciprofloxacin,168,96
Bahrain,2020,K.pneumoniae,colistin,79,26
Bahrain,2020,K.pneumoniae,ertapenem,103,80
Bahrain,2020,K.pneumoniae,imipenem,103,74
Bahrain,2020,K.pneumoniae,meropenem,168,72
Bahrain,2020,K.pneumoniae,trimethoprim/sulfamethoxazole,168,93
Bahrain,2020,Salmonella,ceftriaxone,156,4
Bahrain,2020,Salmonella,ciprofloxacin,156,4
Bahrain,2020,K.pneumoniae,ceftriaxone,913,304
Bahrain,2020,K.pneumoniae,colistin,70,16
Bahrain,2020,K.pneumoniae,ertapenem,185,74
Bahrain,2020,K.pneumoniae,imipenem,195,69
Bahrain,2020,K.pneumoniae,meropenem,397,71
Bahrain,2020,K.pneumoniae,trimethoprim/sulfamethoxazole,914,288
Bosnia and Herzegovina,2017,Acinetobacter,amikacin,110,97
Bosnia and Herzegovina,2017,Acinetobacter,gentamicin,112,108
Bosnia and Herzegovina,2017,Acinetobacter,imipenem,112,108
Bosnia and Herzegovina,2017,Acinetobacter,meropenem,112,108
Bosnia and Herzegovina,2017,E.coli,ampicillin,157,115
Bosnia and Herzegovina,2017,E.coli,cefotaxime,170,43
Bosnia and Herzegovina,2017,E.coli,ceftazidime,192,37
Bosnia and Herzegovina,2017,E.coli,ceftriaxone,180,40
Bosnia and Herzegovina,2017,E.coli,ciprofloxacin,185,48
Bosnia and Herzegovina,2017,E.coli,ertapenem,77,0
Bosnia and Herzegovina,2017,E.coli,imipenem,183,2
Bosnia and Herzegovina,2017,E.coli,levofloxacin,146,29
Bosnia and Herzegovina,2017,E.coli,meropenem,178,2
Bosnia and Herzegovina,2017,E.coli,tinidazole,170,43
Bosnia and Herzegovina,2017,K.pneumoniae,cefotaxime,126,80
Bosnia and Herzegovina,2017,K.pneumoniae,ceftazidime,147,85
Bosnia and Herzegovina,2017,K.pneumoniae,ceftriaxone,145,84
Bosnia and Herzegovina,2017,K.pneumoniae,ciprofloxacin,144,78
Bosnia and Herzegovina,2017,K.pneumoniae,ertapenem,74,5
Bosnia and Herzegovina,2017,K.pneumoniae,imipenem,144,13
Bosnia and Herzegovina,2017,K.pneumoniae,levofloxacin,111,66
Bosnia and Herzegovina,2017,K.pneumoniae,meropenem,140,13
Bosnia and Herzegovina,2017,S.aureus,meticillin,155,40
Bosnia and Herzegovina,2017,S.pneumoniae,benzylpenicillin,19,5
Bosnia and Herzegovina,2017,S.pneumoniae,cefotaxime,14,1
Bosnia and Herzegovina,2017,S.pneumoniae,ceftriaxone,15,1
Bosnia and Herzegovina,2018,Acinetobacter,amikacin,131,121
Bosnia and Herzegovina,2018,Acinetobacter,gentamicin,132,130
Bosnia and Herzegovina,2018,Acinetobacter,imipenem,131,117
Bosnia and Herzegovina,2018,Acinetobacter,meropenem,132,120
Bosnia and Herzegovina,2018,E.coli,ampicillin,248,172
Bosnia and Herzegovina,2018,E.coli,cefotaxime,248,48
Bosnia and Herzegovina,2018,E.coli,ceftazidime,248,43
Bosnia and Herzegovina,2018,E.coli,ceftriaxone,248,48
Bosnia and Herzegovina,2018,E.coli,ciprofloxacin,243,60
Bosnia and Herzegovina,2018,E.coli,ertapenem,172,0
Bosnia and Herzegovina,2018,E.coli,imipenem,245,0
Bosnia and Herzegovina,2018,E.coli,levofloxacin,234,52
Bosnia and Herzegovina,2018,E.coli,meropenem,247,0
Bosnia and Herzegovina,2018,E.coli,tinidazole,248,48
Bosnia and Herzegovina,2018,K.pneumoniae,cefotaxime,200,139
Bosnia and Herzegovina,2018,K.pneumoniae,ceftazidime,200,136
Bosnia and Herzegovina,2018,K.pneumoniae,ceftriaxone,200,139
Bosnia and Herzegovina,2018,K.pneumoniae,ciprofloxacin,200,117
Bosnia and Herzegovina,2018,K.pneumoniae,ertapenem,130,21
Bosnia and Herzegovina,2018,K.pneumoniae,imipenem,200,27
Bosnia and Herzegovina,2018,K.pneumoniae,levofloxacin,196,111
Bosnia and Herzegovina,2018,K.pneumoniae,meropenem,200,34
Bosnia and Herzegovina,2018,S.aureus,meticillin,227,37
Bosnia and Herzegovina,2018,S.pneumoniae,benzylpenicillin,30,14
Bosnia and Herzegovina,2018,S.pneumoniae,cefotaxime,30,0
Bosnia and Herzegovina,2018,S.pneumoniae,ceftriaxone,30,0
Bosnia and Herzegovina,2019,Acinetobacter,amikacin,221,199
Bosnia and Herzegovina,2019,Acinetobacter,colistin,60,0
Bosnia and Herzegovina,2019,Acinetobacter,gentamicin,229,221
Bosnia and Herzegovina,2019,Acinetobacter,imipenem,229,220
Bosnia and Herzegovina,2019,Acinetobacter,meropenem,229,221
Bosnia and Herzegovina,2019,E.coli,ampicillin,290,207
Bosnia and Herzegovina,2019,E.coli,cefotaxime,290,59
Bosnia and Herzegovina,2019,E.coli,ceftazidime,289,50
Bosnia and Herzegovina,2019,E.coli,ceftriaxone,288,57
Bosnia and Herzegovina,2019,E.coli,ciprofloxacin,289,86
Bosnia and Herzegovina,2019,E.coli,ertapenem,137,0
Bosnia and Herzegovina,2019,E.coli,imipenem,290,0
Bosnia and Herzegovina,2019,E.coli,levofloxacin,261,73
Bosnia and Herzegovina,2019,E.coli,meropenem,290,0
Bosnia and Herzegovina,2019,E.coli,tinidazole,290,59
Bosnia and Herzegovina,2019,K.pneumoniae,cefotaxime,211,166
Bosnia and Herzegovina,2019,K.pneumoniae,ceftazidime,211,163
Bosnia and Herzegovina,2019,K.pneumoniae,ceftriaxone,211,164
Bosnia and Herzegovina,2019,K.pneumoniae,ciprofloxacin,210,141
Bosnia and Herzegovina,2019,K.pneumoniae,ertapenem,62,14
Bosnia and Herzegovina,2019,K.pneumoniae,imipenem,210,78
Bosnia and Herzegovina,2019,K.pneumoniae,levofloxacin,199,130
Bosnia and Herzegovina,2019,K.pneumoniae,meropenem,211,88
Bosnia and Herzegovina,2019,S.aureus,cefoxitin,237,25
Bosnia and Herzegovina,2019,S.aureus,meticillin,237,25
Bosnia and Herzegovina,2019,S.aureus,oxacillin,166,15
Bosnia and Herzegovina,2019,S.pneumoniae,benzylpenicillin,42,13
Bosnia and Herzegovina,2019,S.pneumoniae,cefotaxime,41,5
Bosnia and Herzegovina,2019,S.pneumoniae,ceftriaxone,41,3
Bosnia and Herzegovina,2019,S.pneumoniae,oxacillin,44,15
